Title,Author,Publish Date,Keywords,URL,First Name,Gender
"Recipe Corner: Celery, Avocado and Cucumber Salad",Christine Vartanian Datian,2019-05-02,"salad, lemon, oil, serve, cheese, celery, pepper, cucumber, olive, recipe, toss, sumac, salt, avocado, corner",https://mirrorspectator.com/2019/05/02/recipe-corner-celery-avocado-and-cucumber-salad/,Christine,female
Thousands Mark Genocide Anniversary at Times Square Program,Taleen Babayan,2019-05-02,"mark, thousands, support, daughters, program, day, america, genocide, vartan, armenian, anniversary, turkish, knights, recognize, times, square",https://mirrorspectator.com/2019/05/02/thousands-mark-genocide-anniversary-at-times-square-program/,Taleen,female
Young Musicians Prepare for a Better Future,Muriel Mirak-Weissbach,2019-04-25,"musicians, better, students, music, piano, concert, instruction, prepare, far, foundation, instruments, school, young, future",https://mirrorspectator.com/2019/04/25/young-musicians-prepare-for-a-better-future/,Muriel,female
How Vardges Sureniants Inspired Antoine Wagner,Marine Karoyan,2019-04-18,"installation, beautiful, vardges, wagner, art, project, inspired, legend, painting, sureniants, national, antoine, gallery, works, ara",https://mirrorspectator.com/2019/04/18/how-vardges-sureniants-inspired-antoine-wagner/,Marine,female
Komitas Vartabed Takes Centerstage at the Western Diocese,Taleen Babayan,2019-04-18,"letters, music, mankerian, youth, vartabed, komitas, diocese, centerstage, takes, derderian, church, songs, armenian, western",https://mirrorspectator.com/2019/04/18/komitas-vartabed-takes-centerstage-at-the-western-diocese/,Taleen,female
A Response to the Recent Upset at Yerevan’s Opera House in the Armenian Republic,Michelle Ekizian,2019-04-18,"upset, response, music, recent, yerevans, work, orbelian, house, opera, stagnant, staging, theatre, armenian, republic, soviet",https://mirrorspectator.com/2019/04/18/a-response-to-the-recent-upset-at-yerevans-opera-house-in-the-armenian-republic/,Michelle,female
Recipe Corner: Guest Recipe: Lemon Curd with Fresh Summer Berries in a Phyllo Cup,Christine Vartanian Datian,2019-04-18,"cup, lemon, curd, phyllo, wine, whisk, guest, berries, summer, stir, sheets, press, vintage, corner, plastic, vartanian, fresh, recipe",https://mirrorspectator.com/2019/04/18/recipe-corner-guest-recipe-lemon-curd-with-fresh-summer-berries-in-a-phyllo-cup/,Christine,female
Argentine College to Teach History of Armenian Music,Anna Gziryan,2019-04-18,"musicians, music, lectures, culture, college, history, argentina, argentine, subject, armenian, teach, instruments, separate",https://mirrorspectator.com/2019/04/18/argentine-college-to-teach-history-of-armenian-music/,Anna,female
An Open Letter to Prime Minister Nikol Pashinyan,Sona Hamalian,2019-04-11,"pashinyan, prime, yerevan, culture, letter, orbelian, position, opera, wrong, minister, nikol, gharibyans, know, open",https://mirrorspectator.com/2019/04/11/an-open-letter-to-prime-minister-nikol-pashinyan/,Sona,female
"Harrigian Nominated to Lead Air Forces in Europe, Africa",Jennifer H. Svan,2019-04-04,"trump, africa, lead, europe, gen, nominated, commander, academy, air, wolters, harrigian, forces",https://mirrorspectator.com/2019/04/04/harrigian-nominated-to-lead-air-forces-in-europe-africa/,Jennifer,female
Memorializing the Joy of Diana,Sonia I. Ketchian,2019-03-29,"joy, russian, poetry, translations, john, poems, leo, translated, diana, memorializing, akhmatova, later",https://mirrorspectator.com/2019/03/29/memorializing-the-joy-of-diana/,Sonia,female
Armenian-German Relations Move Forward: Mirzoyan in Berlin,Muriel Mirak-Weissbach,2019-03-28,"united, german, world, visit, president, parliament, wall, germany, mirzoyan, forward, armeniangerman, relations, berlin",https://mirrorspectator.com/2019/03/28/armenian-german-relations-move-forward-mirzoyan-in-berlin/,Muriel,female
Recipe Corner: Carrot Pineapple Cake,Christine Vartanian Datian,2019-03-28,"cup, carrot, cream, ingredients, pan, pineapple, raisins, cake, recipe, chopped, teaspoon, baking, golden, corner, magazine",https://mirrorspectator.com/2019/03/28/recipe-corner-carrot-pineapple-cake/,Christine,female
Recipe Corner: Spring Vegetable Beef Soup,Christine Vartanian Datian,2019-03-21,"lemon, broth, wine, bay, water, soup, spring, beef, stir, corner, vegetable, chopped, vegetables, fresh, recipe",https://mirrorspectator.com/2019/03/21/recipe-corner-spring-vegetable-beef-soup/,Christine,female
Lark Pays Tribute to Agbabian with Brahms Concert,Taleen Babayan,2019-03-14,"agbabian, musical, lark, auditorium, concert, ambassador, tribute, pays, hope, brahms, society, memory, kevorkian, religious",https://mirrorspectator.com/2019/03/14/lark-pays-tribute-to-agbabian-with-brahms-concert/,Taleen,female
Mixed Vegetable Salad with Tahini Lemon Dressing,Christine Vartanian Datian,2019-03-14,"salad, lemon, place, dressing, mixed, oil, tablespoons, large, tahini, pita, vegetable, olive, teaspoon, salt",https://mirrorspectator.com/2019/03/14/mixed-vegetable-salad-with-tahini-lemon-dressing/,Christine,female
Symposium: Life After Babylon,Muriel Mirak-Weissbach,2019-03-14,"life, music, university, exile, babylon, jewish, armenians, genocide, collective, songs, armenian, symposium, role",https://mirrorspectator.com/2019/03/14/symposium-life-after-babylon/,Muriel,female
"Spring Carrot, Parsley and Tomato Salad",Christine Vartanian Datian,2019-03-07,"salad, carrots, carrot, tomatoes, oil, store, spring, almonds, pepper, olive, toss, parsley, salt, cherry, tomato",https://mirrorspectator.com/2019/03/07/spring-carrot-parsley-and-tomato-salad/,Christine,female
"Sautéed Spinach, Pasta and Mushrooms",Christine Vartanian Datian,2019-02-28,"add, lemon, onions, spinach, mushrooms, pasta, sautéed, toasted, toss, pine, walnuts, nuts",https://mirrorspectator.com/2019/02/28/sauteed-spinach-pasta-and-mushrooms/,Christine,female
Scholars in Venice Conduct a Journey through Armenian Art,Muriel Mirak-Weissbach,2019-02-28,"organized, journey, art, studies, study, prof, venice, armenian, ca, scholars, foscari, center, conduct",https://mirrorspectator.com/2019/02/28/scholars-in-venice-conduct-a-journey-through-armenian-art/,Muriel,female
"Glendale Passes New ‘Right-to-Lease’ Ordinance, Attempting to Curb Rising Rental Prices",Monique Svazlian,2019-02-28,"tenants, prices, council, tenant, prior, passes, attempting, members, righttolease, curb, rising, rental, rent, city, recuse, control, glendale, ordinance",https://mirrorspectator.com/2019/02/28/glendale-passes-new-right-to-lease-ordinance-attempting-to-curb-rising-rental-prices/,Monique,female
Netherlands Tougher on Migration after Granting Asylum to Armenian Family,Elena Cavallone,2019-02-28,"granting, migration, netherlands, family, asylum, children, yes, tougher, hague, church, used, armenian, wanted, tamrazyan, verburgt",https://mirrorspectator.com/2019/02/28/netherlands-tougher-on-migration-after-granting-asylum-to-armenian-family/,Elena,female
Recipe Corner: Vegetable Casserole,Christine Vartanian Datian,2019-02-21,"cup, bread, sliced, butter, onions, pepper, vegetable, corner, set, chopped, parsley, casserole, fresh, recipe",https://mirrorspectator.com/2019/02/21/recipe-corner-vegetable-casserole/,Christine,female
Nerouj Empowering Youth to Achieve Goals,Taleen Babayan,2019-02-21,"youth, panelists, work, community, nerouj, professional, achieve, derderian, goals, empowering, armenian, world, society, panel",https://mirrorspectator.com/2019/02/21/nerouj-empowering-youth-to-achieve-goals/,Taleen,female
Recipe Corner: Apricot Brandy Cake,Christine Vartanian Datian,2019-02-14,"cup, add, apricot, minutes, brandy, teaspoons, pan, cake, recipe, sugar, powdered, mixture, corner, sour",https://mirrorspectator.com/2019/02/14/recipe-corner-apricot-brandy-cake/,Christine,female
Pashinyan Visits Germany,Muriel Mirak-Weissbach,2019-02-07,"pashinyan, visit, cologne, political, revolution, visits, armenian, germany, ministry, world, recognition",https://mirrorspectator.com/2019/02/07/pashinyan-visits-germany/,Muriel,female
"Recipe Corner: Cucumber, Onion, and Mint Salad",Christine Vartanian Datian,2019-02-07,"salad, mint, oil, salt, serve, onion, yogurt, cucumber, corner, olive, toss, parsley, sprinkle, served, recipe",https://mirrorspectator.com/2019/02/07/recipe-corner-cucumber-onion-and-mint-salad/,Christine,female
LAPD Investigates Turkish Flags Hung at Armenian Schools,Alejandra Reyes-Velarde and Alene Tchekmedyian,2019-02-07,"flags, angeles, lapd, los, hovsepian, genocide, armenian, turkish, investigates, schools, shock, school, hung",https://mirrorspectator.com/2019/02/07/lapd-investigates-turkish-flags-hung-at-armenian-schools/,Alejandra,female
VEM Delivers Music of Armenia by an International Group of Artists,Taleen Babayan,2019-02-07,"armenia, students, music, vem, delivers, group, artists, quartet, tekeyan, international, armenian, segen, pogossian",https://mirrorspectator.com/2019/02/07/vem-delivers-music-of-armenia-by-an-international-group-of-artists/,Taleen,female
Knights and Daughters of Vartan Program on Armenian Heritage Cruise 2019,Barbara Haroutunian,2019-01-31,"cruise, toghramadjian, barsam, matron, vartan, heritage, knights, armenian, daughters, 2019, grand, past, program, zamanigian",https://mirrorspectator.com/2019/01/31/knights-and-daughters-of-vartan-program-on-armenian-heritage-cruise-2019/,Barbara,female
"Recipe Corner: Eggplant, Lamb and Garbanzo Stew",Christine Vartanian Datian,2019-01-31,"cup, cook, onions, stew, lamb, minutes, eggplant, pepper, corner, vegetables, salt, garbanzo, recipe, red",https://mirrorspectator.com/2019/01/31/recipe-corner-eggplant-lamb-and-garbanzo-stew/,Christine,female
Celebrating Work of Singular Heavy Metal Expert Dr. Oganesyan,Taleen Babayan,2019-01-31,"oganesyan, dr, armenia, heavy, expert, shirajian, work, scientists, singular, engineering, armenian, science, dont, celebrating, aesa, technology, metal",https://mirrorspectator.com/2019/01/31/celebrating-work-of-singular-heavy-metal-expert-dr-oganesyan/,Taleen,female
"Mass Audubon Offers Birding Tour to Armenia, September 15-29",Roxanne Etmekjian,2019-01-31,"armenia, tour, seeing, species, area, guide, birding, audubon, trip, local, 1529, mass, birds, offers",https://mirrorspectator.com/2019/01/31/mass-audubon-offers-birding-tour-to-armenia-september-15-29/,Roxanne,female
"Recipe Corner: Rice, Eggplant and Lamb",Christine Vartanian Datian,2019-01-24,"cup, sliced, onions, lamb, eggplant, rice, tender, pepper, yogurt, tomato, set, recipe, teaspoon, corner",https://mirrorspectator.com/2019/01/24/recipe-corner-rice-eggplant-and-lamb/,Christine,female
Rediscovering Armenian Heritage in Turkey after Hrant Dink,Muriel Mirak-Weissbach,2019-01-24,"dink, gültekin, went, family, armenians, fact, identity, rediscovering, church, heritage, turkey, armenian, told, started, hrant",https://mirrorspectator.com/2019/01/24/rediscovering-armenian-heritage-in-turkey-after-hrant-dink/,Muriel,female
"Merdinian School Welcomes Arayik Harutyunyan, Minister of Education and Science of RA",Louisa Janbazian,2019-01-24,"armenia, students, megerditchian, welcomes, merdinian, education, president, harutyunyan, arayik, minister, science, armenian, ra, program, school",https://mirrorspectator.com/2019/01/24/merdinian-school-welcomes-arayik-harutyunyan-minister-of-education-and-science-of-ra/,Louisa,female
Justice for 1.5 Million plus 1,Muriel Mirak-Weissbach,2019-01-24,"dink, million, 15, genocide, justice, rights, gathered, turkey, turkish, society, slogan, skd, plus, hrant",https://mirrorspectator.com/2019/01/24/justice-for-1-5-million-plus-1/,Muriel,female
Hope after Seven Years of War for Syria: Reconstruction of Churches and Holy Places,Elisabeth Hellenbroich,2019-01-17,"places, christians, region, churches, group, seven, holy, reconstruction, church, ecumenical, war, halemba, acn, hope, school, syria",https://mirrorspectator.com/2019/01/17/hope-after-seven-years-of-war-for-syria-reconstruction-of-churches-and-holy-places/,Elisabeth,female
Where is Serzh Sargsyan?,Ani Mejlumyan,2019-01-17,"pashinyan, power, wealth, instead, sanamyan, remained, sargsyan, sargsyans, sashik, serzh",https://mirrorspectator.com/2019/01/17/where-is-serzh-sargsyan/,Ani,female
Getting Salty with Nina Festekjian of Anoush’ella,Kara Baskin,2019-01-17,"sons, kitchen, husband, salty, restaurant, research, youd, festekjian, best, way, experience, anoushella, nina, single, getting",https://mirrorspectator.com/2019/01/17/getting-salty-with-nina-festekjian-of-anoushella/,Kara,female
"Armenian Delegation Meets with al-Assad, Who Promises to Rebuild Razed Genocide Monument",Anna Gziryan,2019-01-15,"countries, president, genocide, monument, meets, armenia, delegation, syrianarmenian, razed, alassad, programs, rebuild, syria, meeting, community, syrian, ties, armenian, promises",https://mirrorspectator.com/2019/01/15/armenian-delegation-meets-with-al-assad-who-promises-to-rebuild-razed-genocide-monument/,Anna,female
Recipe Corner: Rustic Cauliflower Vegetable Soup,Christine Vartanian Datian,2019-01-10,"cup, parsley, add, ricotta, potato, pot, water, soup, stir, rustic, vegetable, recipe, vegetables, cauliflower, corner",https://mirrorspectator.com/2019/01/10/recipe-corner-rustic-cauliflower-vegetable-soup/,Christine,female
A Happy Musical New Year for Dilijan Students,Muriel Mirak-Weissbach,2019-01-04,"armenia, students, marz, music, musical, college, education, dilijan, teachers, happy, schools",https://mirrorspectator.com/2019/01/04/a-happy-musical-new-year-for-dilijan-students/,Muriel,female
Interview with Three-Time Grammy nominee Constantine Orbelian,Sona Hamalian,2019-01-04,"dmitri, constantine, grammy, verdi, great, orbelian, recording, opera, nominee, nominated, threetime, rigoletto, interview, nomination",https://mirrorspectator.com/2019/01/04/interview-with-three-time-grammy-nominee-constantine-orbelian/,Sona,female
Recipe Corner: Guest Recipe by David Vartanian: Dungeness Crab Cakes with Creole Mayonnaise,Christine Vartanian Datian,2019-01-04,"small, ingredients, finely, guest, tablespoons, large, cakes, creole, corner, dungeness, david, thoroughly, salt, vartanian, crab, mayonnaise, recipe, magazine",https://mirrorspectator.com/2019/01/04/recipe-corner-dungeness-crab-cakes-with-creole-mayonnaise/,Christine,female
The Turks in Germany Who Defeated Denial,Muriel Mirak-Weissbach,2018-12-20,"sons, question, armenians, mountain, genocide, term, germany, turkish, skd, turkey, armenian, turks, defeated, denial",https://mirrorspectator.com/2018/12/20/the-turks-in-germany-who-defeated-denial/,Muriel,female
Celebrating Differences and Heritage at LA Museum Gala,Taleen Babayan,2018-12-20,"karapetyan, la, museum, differences, leaders, hollywood, project, gala, cultural, rich, heritage, armenian, celebrating, public, center",https://mirrorspectator.com/2018/12/20/celebrating-differences-and-heritage-at-la-museum-gala/,Taleen,female
Vatche Delights Taste Buds and Ear Drums,Taleen Babayan,2018-12-20,"music, taste, style, restaurant, drums, buds, delights, vatche, album, songs, record, armenian, albums, ear, vatches",https://mirrorspectator.com/2018/12/20/vatche-delights-taste-buds-and-ear-drums/,Taleen,female
